document_date,document_number,vendor_name,vendor_number,vendor_group_number,ap_payment_date,voucher_number,amt,agency_code_x,agency_name_x,agency_code_y,agency_name_y
2024-01-04,INV2181,CODY BARKER,12039145,,2024-01-12,440379,188.36,11.0,TRANSPORTATION,,
2024-01-05,24SC195557-DEC23,INDEPENDENT LIVING CHOICES,12039394,,2024-01-12,443016,53586.36,19.0,HUMAN SERVICES,,
2024-01-08,359640,SANFORD  HEALTH,12198121,,2024-01-12,442941,13.06,19.0,HUMAN SERVICES,,
2024-01-08,359652,SANFORD  HEALTH,12198121,,2024-01-12,442943,13.06,19.0,HUMAN SERVICES,,
2024-01-08,VRM240109377245,"HOPKINS, WYATT A",12705305,,2024-01-12,442936,500.0,19.0,HUMAN SERVICES,,
2023-12-21,28230,MENARDS,12019798,10,2024-01-12,441341,50.92,8.0,SOCIAL SERVICES,,
2023-12-21,111525,REPAIR SHOP INC,12051525,,2024-01-12,440305,382.2,11.0,TRANSPORTATION,,
2023-12-14,27933,MENARDS,12019798,10,2024-01-12,441329,21.35,8.0,SOCIAL SERVICES,,
2023-12-15,04601900241A,AMERICAN MEDICAL ASSOCIATION,12016702,,2024-01-12,441316,280.0,8.0,SOCIAL SERVICES,,
2024-01-11,M314000000000007,LAWRENCE COUNTY REG OF DEEDS,12054444,01,2024-01-12,M444690,30.0,,,31,SECRETARY OF STATE
2023-12-15,24SC081807-SEP,PUBLIC CONSULTING GROUP LLC,12002788,,2024-01-12,440059,12916.97,8.0,SOCIAL SERVICES,,
2023-09-20,7490075,RUNNING SUPPLY INC,12021713,02,2024-01-12,440604A,129.99,16.0,MILITARY,,
2023-12-15,588899/589867,QUALIFIED PRESORT SERVICE LLC,12011039,,2024-01-12,441354,2247.1,8.0,SOCIAL SERVICES,,
2023-12-22,24SC08A307-NOV4,YANKTON MEDICAL CLINIC PC,12037575,,2024-01-12,441682,7.92,8.0,SOCIAL SERVICES,,
2023-11-29,439379,SWEETMAN CONSTRUCTION COMPANY,12029188,01,2024-01-12,440567,246.75,16.0,MILITARY,,
2024-01-11,M314000000000007,HUGHES COUNTY,12054972,02,2024-01-12,M444690,30.0,,,31,SECRETARY OF STATE
2023-12-21,0860698,SUDS & DUDS INC,12049672,,2024-01-12,441352,14.71,19.0,HUMAN SERVICES,,
2024-01-11,M314000000000007,GREGORY COUNTY REGISTR OF DEED,12054356,11,2024-01-12,M444690,30.0,,,31,SECRETARY OF STATE
2023-12-18,24SC08E069-NOV,LAWRENCE & SCHILLER INC,12035149,,2024-01-12,440063,272808.05,8.0,SOCIAL SERVICES,,
2023-12-18,62833,SIOUX VALLEY COOPERATIVE,12030270,,2024-01-12,442854,1196.77,11.0,TRANSPORTATION,,
2023-12-20,PSI19-81376,CENTRAL SALT LLC,12339919,,2024-01-12,440333,2663.23,11.0,TRANSPORTATION,,
2024-01-12,M024POR003,SPINK COUNTY TREASURER,12055020,04,2024-01-12,M445605,74197.94,2.0,REVENUE,,
2023-12-08,16328,SHIBA INVESTMENTS INC,12119268,,2024-01-12,441144,77.0,13.0,BUREAU OF INFORMATION & TELE.,,
2023-12-27,23671-1223,ROBINS WATER CONDITIONING INC,12043312,,2024-01-12,441121,40.6,12.0,BUREAU OF ADMINISTRATION,,
2024-01-11,M314000000000007,DAY COUNTY REGISTER OF DEEDS,12055207,02,2024-01-12,M444690,90.0,31.0,SECRETARY OF STATE,,
2023-12-18,99514B,DOOR SECURITY PRODUCTS INC,12053901,,2024-01-12,440266,2906.83,11.0,TRANSPORTATION,,
2023-11-19,16267,SHIBA INVESTMENTS INC,12119268,,2024-01-12,441112,231.0,13.0,BUREAU OF INFORMATION & TELE.,,
2023-12-21,12212023,DAYTON JENSEN,12604155,,2024-01-12,441129,150.0,12.0,BUREAU OF ADMINISTRATION,,
2023-12-20,PSI19-81372,CENTRAL SALT LLC,12339919,,2024-01-12,440272,2339.41,11.0,TRANSPORTATION,,
2023-12-18,381103253,AGTEGRA COOPERATIVE,12029118,,2024-01-12,442850,3956.86,11.0,TRANSPORTATION,,
2024-01-01,0864473,SUDS & DUDS INC,12049672,,2024-01-12,441120,21.46,12.0,BUREAU OF ADMINISTRATION,,
2024-01-12,M024POR003,SULLY COUNTY TREASURER,12054933,01,2024-01-12,M445605,29471.59,2.0,REVENUE,,
2023-11-19,16266,SHIBA INVESTMENTS INC,12119268,,2024-01-12,441113,308.0,13.0,BUREAU OF INFORMATION & TELE.,,
2023-11-19,16280,SHIBA INVESTMENTS INC,12119268,,2024-01-12,441153,308.0,13.0,BUREAU OF INFORMATION & TELE.,,
2023-12-18,32574882161223,BLACK HILLS POWER & LIGHT CO,12028526,,2024-01-12,440355,658.25,11.0,TRANSPORTATION,,
2023-11-28,3482872-112823,CENTURYLINK COMMUNICATIONS LLC,12188416,,2024-01-12,441109,4306.84,13.0,BUREAU OF INFORMATION & TELE.,,
2023-12-21,0860698,SUDS & DUDS INC,12049672,,2024-01-12,441352,17.67,8.0,SOCIAL SERVICES,,
2023-12-06,16322,SHIBA INVESTMENTS INC,12119268,,2024-01-12,441145,154.0,13.0,BUREAU OF INFORMATION & TELE.,,
2023-11-16,9907488986,GRAINGER,12016771,16,2024-01-12,440619,543.03,16.0,MILITARY,,
2023-11-03,3551847369,STAPLES INC,12171650,,2024-01-12,440671,146.88,16.0,MILITARY,,
2023-12-18,6380155455,ARAMARK UNIFORM & CAREER,12621433,01,2024-01-12,439737,7.45,11.0,TRANSPORTATION,,
2024-01-12,M024POR003,BUFFALO COUNTY TREASURER,12054568,,2024-01-12,M445605,10537.2,2.0,REVENUE,,
2024-01-04,D24000224,CRANE PAYMENT INNOVATIONS,12677481,,2024-01-12,442972,615.31,19.0,HUMAN SERVICES,,
2024-01-12,M024HBF006,MOODY COUNTY TREASURER,12054548,01,2024-01-12,M445607,155018.99,2.0,REVENUE,,
2024-01-12,M024HBF006,TODD COUNTY TREASURER,12055270,,2024-01-12,M445607,63702.16,2.0,REVENUE,,
2024-01-12,M024HBF006,WALWORTH COUNTY TREASURER,12055051,02,2024-01-12,M445607,121240.94,2.0,REVENUE,,
2024-01-12,M024POR003,AURORA COUNTY TREASURER,12054982,01,2024-01-12,M445605,36563.94,2.0,REVENUE,,
2024-01-12,M024POR003,BROWN COUNTY TREASURER,12054226,05,2024-01-12,M445605,138177.54,2.0,REVENUE,,
2024-01-12,M024POR003,CLAY COUNTY TREASURER,12055163,,2024-01-12,M445605,50048.38,2.0,REVENUE,,
2024-01-01,23294,SOUTH DAKOTA RETAILERS ASSOC,12029030,,2024-01-12,442978,195.0,19.0,HUMAN SERVICES,,
2024-01-12,M024POR003,DAY COUNTY TREASURER,12055207,,2024-01-12,M445605,50437.24,2.0,REVENUE,,
2024-01-12,M024POR003,DEUEL COUNTY TREASURER,12054412,,2024-01-12,M445605,36360.22,2.0,REVENUE,,
2024-01-12,M024POR003,DEWEY COUNTY TREASURER,12055123,03,2024-01-12,M445605,31839.3,2.0,REVENUE,,
2024-01-12,M024POR003,EDMUNDS COUNTY TREASURER,12042303,,2024-01-12,M445605,45847.61,2.0,REVENUE,,
2024-01-12,M024POR003,GREGORY COUNTY TREASURER,12054356,05,2024-01-12,M445605,38642.61,2.0,REVENUE,,
2023-12-15,16345,SHIBA INVESTMENTS INC,12119268,,2024-01-12,441141,154.0,13.0,BUREAU OF INFORMATION & TELE.,,
2024-01-01,INV00116223,ONSHIFT INC,12665004,,2024-01-12,442984,2508.0,19.0,HUMAN SERVICES,,
2024-01-01,21597,MISSOURI RIVERS EDGE LLC,12159033,,2024-01-12,442973,308.0,19.0,HUMAN SERVICES,,
2023-12-18,6380155483,ARAMARK UNIFORM & CAREER,12621433,01,2024-01-12,439733,6.48,11.0,TRANSPORTATION,,
2024-01-12,M024HBF006,POTTER-COUNTY OF TREASURER,12054589,01,2024-01-12,M445607,96386.26,2.0,REVENUE,,
2024-01-12,M024POR003,PERKINS COUNTY TREASURER,12054296,,2024-01-12,M445605,46192.6,2.0,REVENUE,,
2024-01-12,M024POR003,OGLALA LAKOTA COUNTY TREAS,12493052,,2024-01-12,M445605,34884.35,2.0,REVENUE,,
2024-01-12,M024HBF006,MEADE COUNTY TREASURER,12055107,01,2024-01-12,M445607,243324.95,2.0,REVENUE,,
2023-12-28,VRM240109377948,CAREER ADVANTAGE,12035722,01,2024-01-12,442966,119.55,19.0,HUMAN SERVICES,,
2024-01-12,M024HBF006,STANLEY COUNTY TREASURER,12054555,,2024-01-12,M445607,72814.65,2.0,REVENUE,,
2024-01-12,M024HBF006,SANBORN COUNTY TREASURER,12055281,05,2024-01-12,M445607,106938.69,2.0,REVENUE,,
2023-12-23,12827810113768,MIDCONTINENT COMMUNICATIONS,12023782,04,2024-01-12,441139,118.39,13.0,BUREAU OF INFORMATION & TELE.,,
2024-01-01,1582090T033,WASTE CONNECTIONS INC,12037175,08,2024-01-12,441684,40.22,19.0,HUMAN SERVICES,,
2024-01-11,M314000000000007,BROWN COUNTY REG OF DEEDS,12054226,08,2024-01-12,M444690,60.0,,,31,SECRETARY OF STATE
2024-01-11,M314000000000007,BEADLE COUNTY REG OF DEEDS,12054686,05,2024-01-12,M444690,90.0,,,31,SECRETARY OF STATE
2023-12-23,19150250113768,MIDCONTINENT COMMUNICATIONS,12023782,04,2024-01-12,441137,90.0,13.0,BUREAU OF INFORMATION & TELE.,,
2023-12-28,VRM240109377164,CAREER ADVANTAGE,12035722,01,2024-01-12,442968,1748.57,19.0,HUMAN SERVICES,,
2023-12-31,24SC197019-DEC23,WEST RIVER FOUNDATION,12017568,03,2024-01-12,443096,1853.05,19.0,HUMAN SERVICES,,
2024-01-12,M024POR003,MCPHERSON COUNTY TREASURER,12054791,02,2024-01-12,M445605,37353.17,2.0,REVENUE,,
2024-01-11,M314000000000007,MINNEHAHA CO REGISTER OF DEEDS,12055058,,2024-01-12,M444690,270.0,,,31,SECRETARY OF STATE
2024-01-11,M314000000000007,MOODY COUNTY REGISTER OF DEEDS,12054548,05,2024-01-12,M444690,60.0,,,31,SECRETARY OF STATE
2024-01-12,M024HBF006,MCPHERSON COUNTY TREASURER,12054791,02,2024-01-12,M445607,121847.74,2.0,REVENUE,,
2023-12-20,674415,RAMKOTA COMPANIES INC,12031730,,2024-01-12,440254,75.0,11.0,TRANSPORTATION,,
2024-01-12,M024HBF006,DAY COUNTY TREASURER,12055207,,2024-01-12,M445607,195106.25,2.0,REVENUE,,
2023-12-20,3669596-3122023,NORTHWESTERN CORPORATION,12028962,15,2024-01-12,440449,1168.15,11.0,TRANSPORTATION,,
2023-12-20,3698275,RUNNING SUPPLY INC,12021713,,2024-01-12,441789,70.89,11.0,TRANSPORTATION,,
2023-12-20,54897,WAGNER LAND & DEVELOPMENT CO,12134840,,2024-01-12,440258,466.57,11.0,TRANSPORTATION,,
2024-01-12,M024HBF006,HAND COUNTY TREASURER,12054856,,2024-01-12,M445607,154351.22,2.0,REVENUE,,
2024-01-12,M024HBF006,JACKSON COUNTY TREASURER,12054726,02,2024-01-12,M445607,68664.06,2.0,REVENUE,,
2024-01-12,M024HBF006,JERAULD COUNTY TREASURER,12055226,01,2024-01-12,M445607,78672.42,2.0,REVENUE,,
2023-12-18,12182023,CITY OF MILLER,12054852,,2024-01-12,440454,679.51,11.0,TRANSPORTATION,,
2023-12-19,409711,SIGN SOLUTIONS USA LLC,12676974,,2024-01-12,439751,2695.86,11.0,TRANSPORTATION,,
2024-01-03,S103310836.004,DAKOTA SUPPLY GROUP,12027834,02,2024-01-12,442983,133.1,19.0,HUMAN SERVICES,,
2024-01-12,M024HBF006,MCCOOK COUNTY TREASURER,12055037,02,2024-01-12,M445607,126478.87,2.0,REVENUE,,
2023-11-30,24911302023A,CAPITAL AREA COUNSELING SVC,12032117,,2024-01-12,443107,1950.0,27.0,UNIFIED JUDICIAL SYSTEMS,,
2024-01-01,24SC192315-3867,FIVEBASE LLC,12340993,,2024-01-12,444714,7762.5,19.0,HUMAN SERVICES,,
2024-01-01,24SC192308-DEC23,AVERA MCKENNAN,12029758,C5,2024-01-12,444711,1057.35,19.0,HUMAN SERVICES,,
2023-12-20,19125874 GP,TITAN MACHINERY,12027539,,2024-01-12,441802,97.12,11.0,TRANSPORTATION,,
2024-01-12,M024HBF006,CORSON COUNTY TREAS-AUDITOR,12054797,,2024-01-12,M445607,117873.55,2.0,REVENUE,,
2023-12-28,1WXN-4J3M-CQJ9,AMAZON CAPITAL SERVICES INC,12603089,,2024-01-12,441381,49.49,10.0,LABOR AND REGULATION,,
2023-12-19,84911,M G OIL COMPANY,12035221,,2024-01-12,440309,2616.4,11.0,TRANSPORTATION,,
2023-12-20,28180,MENARDS,12019798,10,2024-01-12,441337,75.38,8.0,SOCIAL SERVICES,,
2024-01-09,2023-12I,ISI LLC,12342347,,2024-01-12,442959,110.82,19.0,HUMAN SERVICES,,
2024-01-03,S103366998.002,DAKOTA SUPPLY GROUP,12027834,02,2024-01-12,442982,89.84,19.0,HUMAN SERVICES,,
2024-01-09,VRM240109381242,"HOFMAN, REBECCA",12684586,,2024-01-12,442962,932.0,19.0,HUMAN SERVICES,,
2023-12-15,2545820901223,NORTHWESTERN ENERGY,12028962,,2024-01-12,441771,436.62,11.0,TRANSPORTATION,,
2023-12-15,14598833941223,BLACK HILLS POWER & LIGHT CO,12028526,,2024-01-12,440353,23.8,11.0,TRANSPORTATION,,
2023-08-31,24908312023A,CAPITAL AREA COUNSELING SVC,12032117,,2024-01-12,443106,1950.0,27.0,UNIFIED JUDICIAL SYSTEMS,,
2024-01-12,M024HBF006,CHARLES MIX COUNTY TREASURER,12054747,04,2024-01-12,M445607,200449.24,2.0,REVENUE,,
2023-12-19,56883,NORTHERN SAFETY TECHNOLOGY,12478444,,2024-01-12,441769,452.4,11.0,TRANSPORTATION,,
2023-12-20,841524,NAIEM INC,12117418,04,2024-01-12,441344,4.35,8.0,SOCIAL SERVICES,,
2024-01-12,M024HBF005,YANKTON-CITY OF,12055287,,2024-01-12,M445606,65422.89,2.0,REVENUE,,
2024-01-12,M024HBF006,AURORA COUNTY TREASURER,12054982,01,2024-01-12,M445607,124849.71,2.0,REVENUE,,
2024-01-12,M024HBF006,BON HOMME COUNTY TREASURER,12055141,01,2024-01-12,M445607,145596.86,2.0,REVENUE,,
2024-01-12,M024HBF006,BROOKINGS COUNTY TREASURER,12054342,,2024-01-12,M445607,304322.78,2.0,REVENUE,,
2024-01-01,24SC191102-0695A,FOCOS INNOVATIONS CORP,12013434,,2024-01-12,440065,1440.0,19.0,HUMAN SERVICES,,
2023-12-06,1691768,RUNNING SUPPLY INC,12021713,12,2024-01-12,440616,10.49,16.0,MILITARY,,
2024-01-12,M024HBF006,LINCOLN COUNTY TREASURER,12054363,04,2024-01-12,M445607,250478.09,2.0,REVENUE,,
2024-01-11,M314000000000007,PENNINGTON COUNTY REG OF DEEDS,12055008,04,2024-01-12,M444690,60.0,,,31,SECRETARY OF STATE
2024-01-02,15322080113786,MIDCONTINENT COMMUNICATIONS,12023782,04,2024-01-12,440555,6633.0,13.0,BUREAU OF INFORMATION & TELE.,,
2024-01-02,13982750113786,MIDCONTINENT COMMUNICATIONS,12023782,04,2024-01-12,441104,21279.5,13.0,BUREAU OF INFORMATION & TELE.,,
2024-01-01,79827-01-2024,SDN COMMUNICATIONS LLC,12051515,01,2024-01-12,441092,41878.9,13.0,BUREAU OF INFORMATION & TELE.,,
2024-01-01,79418-01-2024,SDN COMMUNICATIONS LLC,12051515,01,2024-01-12,441097,67270.0,13.0,BUREAU OF INFORMATION & TELE.,,
2023-11-30,9919279910,GRAINGER,12016771,16,2024-01-12,440571,406.04,16.0,MILITARY,,
2024-01-01,217765,SDN COMMUNICATIONS LLC,12051515,01,2024-01-12,441095,6400.5,13.0,BUREAU OF INFORMATION & TELE.,,
2024-01-03,24SC191341-NOV23,LIFE QUEST,12035739,,2024-01-12,443011,17607.41,19.0,HUMAN SERVICES,,
2024-01-03,0322146,INTERNATIONAL BUSINESS MACHINE,12004442,13,2024-01-12,441100,1428.3,13.0,BUREAU OF INFORMATION & TELE.,,
2024-01-02,13982760113786,MIDCONTINENT COMMUNICATIONS,12023782,04,2024-01-12,440539,29187.12,,,12,EDUCATION
2024-01-02,15322080113786,MIDCONTINENT COMMUNICATIONS,12023782,04,2024-01-12,440555,10967.0,,,12,EDUCATION
2024-01-11,M314000000000007,LAKE COUNTY REGISTER OF DEEDS,12054813,27,2024-01-12,M444690,120.0,31.0,SECRETARY OF STATE,,
2024-01-02,SC12423G-620-F,"MEYERINK, LANCE E",12505807,,2024-01-12,440542,10000.0,,,12,EDUCATION
2024-01-11,M314000000000007,JACKSON COUNTY,12054726,04,2024-01-12,M444690,60.0,31.0,SECRETARY OF STATE,,
2024-01-11,M314000000000007,HUTCHINSON COUNTY,12054924,32,2024-01-12,M444690,120.0,31.0,SECRETARY OF STATE,,
2023-12-15,0600647001223,OTTER TAIL POWER COMPANY,12020975,03,2024-01-12,441774,651.36,11.0,TRANSPORTATION,,
2023-11-02,CW4465,WIND CIRCLE NETWORK INC,12445785,,2024-01-12,440918,153.06,27.0,UNIFIED JUDICIAL SYSTEMS,,
2023-12-06,928063,WILLIAMS SEPTIC SERVICE,12044604,,2024-01-12,440617,300.0,16.0,MILITARY,,
2023-12-31,589739,QUALIFIED PRESORT SERVICE LLC,12011039,,2024-01-12,442987,7.02,19.0,HUMAN SERVICES,,
2023-12-31,69979279,PRAMUKHRAJ PIERRE LLC,12494998,,2024-01-12,442976,77.0,19.0,HUMAN SERVICES,,
2024-01-03,359202,SANFORD  HEALTH,12198121,,2024-01-12,442965,13.06,19.0,HUMAN SERVICES,,
2023-12-08,105887,ELECTRIC CONSTRUCTION  CO,12030087,,2024-01-12,440626,3902.0,16.0,MILITARY,,
2023-12-08,498130,MIDWAY SERVICE INC,12209579,,2024-01-12,440624,383.0,16.0,MILITARY,,
2023-12-08,IN4403644,INNOVATIVE OFFICE SOLUTIONS,12550348,,2024-01-12,440654,64.75,16.0,MILITARY,,
2023-12-31,589888,QUALIFIED PRESORT SERVICE LLC,12011039,,2024-01-12,442994,9.4,19.0,HUMAN SERVICES,,
2023-12-31,589738/5003-5634,QUALIFIED PRESORT SERVICE LLC,12011039,,2024-01-12,442991,2431.71,19.0,HUMAN SERVICES,,
2024-01-10,M064JT138,"OLLERICH, RYAN",12695397,,2024-01-12,M443518,1000.0,6.0,"GAME, FISH AND PARKS",,
2023-12-22,8026-00MNOVDEC23,MAY ADAM GERDES & THOMPSON,12029703,,2024-01-12,444209,725.0,10.0,LABOR AND REGULATION,,
2023-12-05,432820,NORTHWEST PIPE FITTINGS HURON,12031253,,2024-01-12,440657,1139.67,16.0,MILITARY,,
2023-12-14,909334164,GRAHAM TIRE-ABERDEEN,12504751,A0,2024-01-12,440406,84.0,11.0,TRANSPORTATION,,
2024-01-10,30912427,GOLDEN WEST COMPANIES,12030103,03,2024-01-12,441162,165.9,13.0,BUREAU OF INFORMATION & TELE.,,
2023-12-01,34558T,MIDWEST PETROLEUM EQUIPMENT,12694531,,2024-01-12,440623,15906.55,16.0,MILITARY,,
2024-01-03,0322147,INTERNATIONAL BUSINESS MACHINE,12004442,13,2024-01-12,441103,26721.82,13.0,BUREAU OF INFORMATION & TELE.,,
2024-01-04,62266,MIDWAY SERVICE INC,12209579,,2024-01-12,440220,9821.96,11.0,TRANSPORTATION,,
2024-01-12,M024HBF005,TOWN OF MORRISTOWN,12031369,,2024-01-12,M445606,1418.58,2.0,REVENUE,,
2024-01-06,24SC082031-DEC,BUSINESS CONCEPTS & APPS INC,12603396,,2024-01-12,443525,29640.0,8.0,SOCIAL SERVICES,,
2024-01-12,M024ALC002,CITY OF DE SMET,12054460,,2024-01-12,M445604,1914.06,2.0,REVENUE,,
2024-01-04,4197,LEVINSON ENTERPRISES INC,12063653,,2024-01-12,444212,400.0,14.0,PUBLIC SAFETY,,
2024-01-12,M024ALC002,TOWN OF SOUTH SHORE,12055075,,2024-01-12,M445604,342.57,,,02,REVENUE
2023-12-19,12524742,C & B OPERATIONS LLC,12024044,03,2024-01-12,441317,20.01,8.0,SOCIAL SERVICES,,
2024-01-12,M024ALC002,TOWN OF UTICA,12031188,,2024-01-12,M445604,126.88,,,02,REVENUE
2024-01-12,M024ALC002,TOWN OF WOLSEY,12055953,,2024-01-12,M445604,831.96,,,02,REVENUE
2024-01-12,M024ALC002,TRIPP COUNTY TREASURER,12055274,01,2024-01-12,M445604,9981.39,,,02,REVENUE
2024-01-12,M024ALC002,CITY OF DEADWOOD,12054391,,2024-01-12,M445604,2095.32,2.0,REVENUE,,
2023-12-12,5109736,MIDLAND INC,12031707,01,2024-01-12,440666,4.08,,,16,MILITARY
2024-01-12,M024ALC002,CITY OF DOLAND,12054466,,2024-01-12,M445604,360.7,2.0,REVENUE,,
2024-01-12,M024ALC002,CITY OF FREEMAN,12054562,,2024-01-12,M445604,2408.89,2.0,REVENUE,,
2024-01-12,M024ALC002,CITY OF GARRETSON,12054572,01,2024-01-12,M445604,2225.82,2.0,REVENUE,,
2024-01-03,PPE PYMT#1,CITY OF HOVEN,12055949,A0,2024-01-12,441469,18000.0,14.0,PUBLIC SAFETY,,
2024-01-01,INV-185178,K&A TOP NOTCH CLEANING LLC,12608771,,2024-01-12,441463,1465.0,14.0,PUBLIC SAFETY,,
2024-01-12,M024ALC002,TURNER COUNTY TREASURER,12054945,05,2024-01-12,M445604,12993.96,,,02,REVENUE
2024-01-12,M024ALC002,TOWN OF ROSHOLT,12055030,,2024-01-12,M445604,686.96,,,02,REVENUE
2024-01-12,M024ALC002,TOWN OF RELIANCE,12055995,,2024-01-12,M445604,232.01,,,02,REVENUE
2024-01-03,IN001-1789749,FORCE AMERICA DISTRIBUTING LLC,12544499,,2024-01-12,442868,138.91,,,11,TRANSPORTATION
2024-01-12,M024ALC002,CITY OF LAKE PRESTON,12054761,01,2024-01-12,M445604,1067.6,2.0,REVENUE,,
2024-01-12,M024ALC002,TOWN OF HARROLD,12054602,,2024-01-12,M445604,183.07,,,02,REVENUE
2024-01-12,M024ALC002,SPRING VLY TOWNSHIP,12485421,,2024-01-12,M445604,47.13,2.0,REVENUE,,
2024-01-03,9311187195,LAWSON PRODUCTS INC,12223515,01,2024-01-12,442864,27.6,,,11,TRANSPORTATION
2023-11-30,CT7464,EXHAUST PROS OF SIOUX FALLS,12260188,01,2024-01-12,440608,5033.13,,,16,MILITARY
2023-12-01,9921808805,GRAINGER,12016771,16,2024-01-12,440669,283.99,,,16,MILITARY
2023-12-05,759621,KIBBLE EQUIPMENT LLC,12564898,,2024-01-12,440700,3972.81,,,16,MILITARY
2023-12-06,9863-5,SHERWIN WILLIAMS CO,12015810,09,2024-01-12,440615,131.11,,,16,MILITARY
2024-01-12,M024ALC002,TOWN OF QUINN,12038053,,2024-01-12,M445604,114.19,,,02,REVENUE
2023-12-18,666827,MUTH ELECTRIC INC,12117742,,2024-01-12,440580,353.06,16.0,MILITARY,,
2023-12-07,23252,T-N-C INC,12337245,,2024-01-12,440622,500.0,,,16,MILITARY
2023-12-07,IN4402376,INNOVATIVE OFFICE SOLUTIONS,12550348,,2024-01-12,440653,2052.25,,,16,MILITARY
2024-01-04,24SC08E004-DEC,HELPLINE CENTER INC,12012893,,2024-01-12,441635,13565.0,8.0,SOCIAL SERVICES,,
2023-12-08,105858,ELECTRIC CONSTRUCTION  CO,12030087,,2024-01-12,440627,1690.0,,,16,MILITARY
2024-01-12,M024ALC002,TOWN OF LAKE CITY,12056153,,2024-01-12,M445604,81.57,,,02,REVENUE
2023-12-13,9933808371,GRAINGER,12016771,16,2024-01-12,440706,198.0,,,16,MILITARY
2024-01-12,M024ALC002,TOWN OF ARTESIAN,12054266,,2024-01-12,M445604,233.82,2.0,REVENUE,,
2024-01-01,INV-182947,K&A TOP NOTCH CLEANING LLC,12608771,,2024-01-12,441530,450.0,14.0,PUBLIC SAFETY,,
2024-01-12,M024ALC002,CITY OF PLANKINTON,12054976,01,2024-01-12,M445604,1415.61,2.0,REVENUE,,
2024-01-12,M024ALC002,ST FRANCIS -TOWN OF,12036459,,2024-01-12,M445604,850.09,2.0,REVENUE,,
2023-10-01,2023-09,SACRED HEART HEALTH SERVICES,12029786,,2024-01-12,443056,1196.0,18.0,CORRECTIONS,,
2024-01-12,M024ALC002,CITY OF NEWELL,12054910,,2024-01-12,M445604,1058.53,2.0,REVENUE,,
2024-01-12,M024ALC002,TOWN OF CLAIRE CITY,12035483,,2024-01-12,M445604,148.63,2.0,REVENUE,,
2023-11-29,135560,OCONNOR COMPANY ADVANCED SVCS,12034175,,2024-01-12,440660,1459.34,16.0,MILITARY,,
2023-12-20,162142745,CITY OF MITCHELL,12054862,02,2024-01-12,440638,42.05,16.0,MILITARY,,
2024-01-12,M024HBF005,ASHTON-CITY OF,12038039,,2024-01-12,M445606,1442.69,2.0,REVENUE,,
2023-12-13,23309,SCHWAN ELECTRIC INC,12124175,,2024-01-12,440570,1566.0,16.0,MILITARY,,
2024-01-12,M024ALC002,CITY OF TORONTO,12055127,,2024-01-12,M445604,355.26,2.0,REVENUE,,
2023-12-28,389250/2,KOPETSKY ENTERPRISES,12017359,01,2024-01-12,441323,4.44,,,08,SOCIAL SERVICES
2023-12-20,928518,DUDLEY LAUNDRY CO,12057489,,2024-01-12,441552,45.2,14.0,PUBLIC SAFETY,,
2023-12-27,86348,RIVERSIDE HYDRAULICS INC,12221909,,2024-01-12,441346,260.82,,,08,SOCIAL SERVICES
2023-12-20,I1672026,STREICHERS,12022224,,2024-01-12,441519,59.97,,,14,PUBLIC SAFETY
2023-12-20,19724,NARTEC INC,12248761,,2024-01-12,441520,831.4,,,14,PUBLIC SAFETY
2024-01-12,M024ALC002,CITY OF HURLEY,12055906,,2024-01-12,M445604,686.96,2.0,REVENUE,,
2023-11-03,3551847371,STAPLES INC,12171650,,2024-01-12,440670,213.6,16.0,MILITARY,,
2024-01-12,M024ALC002,YALE-TOWN OF,12037868,,2024-01-12,M445604,203.01,,,02,REVENUE
2023-12-15,287321420,DIAMOND VOGEL INC,12626132,,2024-01-12,440566A,424.24,16.0,MILITARY,,
2024-01-01,7716-010124,MARVS SANITARY SERVICE INC,12489968,,2024-01-12,441546,76.5,14.0,PUBLIC SAFETY,,
2024-01-12,M024ALC002,CITY OF MILLER,12054852,,2024-01-12,M445604,2445.14,2.0,REVENUE,,
2024-01-12,M024ALC002,CITY OF HOVEN,12055949,,2024-01-12,M445604,686.96,2.0,REVENUE,,
2024-01-03,24SC08A303-DEC,THE SPECTACLE SHOP,12290091,,2024-01-12,441677,100.0,8.0,SOCIAL SERVICES,,
2024-01-12,M024ALC002,WESSINGTON SPRINGS- CITY OF,12055223,,2024-01-12,M445604,1397.48,,,02,REVENUE
2024-01-12,M024ALC002,WAVERLY TOWNSHIP,12696827,,2024-01-12,M445604,358.89,,,02,REVENUE
2024-01-03,9311187196,LAWSON PRODUCTS INC,12223515,01,2024-01-12,442863,232.8,,,11,TRANSPORTATION
2023-12-13,INV-149435,KRAUSE ELECTRIC LLC,12711842,,2024-01-12,440658,100.0,,,16,MILITARY
2024-01-01,79755-01-2024,SDN COMMUNICATIONS LLC,12051515,01,2024-01-12,441512,264.9,14.0,PUBLIC SAFETY,,
2023-12-14,162142750,NORTHWESTERN CORPORATION,12028962,15,2024-01-12,440643,923.74,16.0,MILITARY,,
2023-12-19,I1671881,STREICHERS,12022224,,2024-01-12,441500,89.98,14.0,PUBLIC SAFETY,,
2024-01-12,M024ALC002,STANLEY COUNTY TREASURER,12054555,,2024-01-12,M445604,7368.99,2.0,REVENUE,,
2024-01-12,M024ALC002,CITY OF HECLA,12054621,01,2024-01-12,M445604,349.82,2.0,REVENUE,,
